"","date","type","MeanRTtype","EscapeRT","FailureRT","NeutralRT","SuccessRT","Vnarc","Gnarc","ShameP","GuiltP","SelfComp","MeanSelfJudg","MeanSelfKind","MeanOveriden","MeanIsol","MeanCommhum","MeanMindf","participant","ProlifID","Genre","Age","CheckName","Cond"
"84","2020-10-22_10h54.08.138","reussite",0.570136,0.598657,0.591093,0.599183666666667,0.570136,0.0815654317167367,-0.25095915346303,0.324054329599456,-0.0109075927317892,-0.78265993094589,2.007321275,1.9836347975,2.0008613265,2.5068906115,3.079672696,2.211886305,215,"57badc5fcb0ffe00019f327f","FEMALE",34,"y","control"
"85","2020-10-22_10h54.44.722","reussite",0.658223,0.833834,0.773529,0.685938666666667,0.658223,0.0306950938680187,-0.932246696872314,0.754485074298034,0.507598371725048,0.00801251529283278,3.29224537,2.9913194445,1.8483796295,1.825231481,3.2748842595,3.300925926,216,"59e7302d0fb3a90001bd981b","FEMALE",28,"y","Name"
"86","2020-10-22_10h54.36.188","reussite",0.74817,0.745609,0.654999,0.783051333333333,0.74817,0.158902005812606,0.768299186429757,-2.29767489413303,-1.81520192377796,0.101714801485734,3.4835390945,3.135802469,1.5,1.681069959,3.327160494,3.730452675,217,"5f85955452477d015a8457b0","MALE",21,"y","control"
"87","2020-10-22_10h54.47.906","reussite",0.602851,0.606306,0.503652,0.633910666666667,0.602851,0.20408505788957,-0.568429998392571,1.21603852131202,0.242461278763262,-1.06623646122211,2.4897119345,1.790123457,1.716049383,1.8065843625,3.158436214,1.8456790125,218,"5f47b104733d7f1c4969485d","FEMALE",18,"y","Name"
"88","2020-10-22_10h54.34.356","reussite",0.626464,0.711993,0.898634,0.609872333333333,0.626464,-0.734916055191026,0.583558600415831,-0.741144405355981,0.341149934576421,0.160753024829678,2.880507587,2.8752376425,2.117102785,1.2765411565,3.879959689,4.033470198,219,"5f8ef9f204da090c58ad696f","FEMALE",19,"y","control"
"89","2020-10-22_10h31.46.361","reussite",0.583488,0.608764,0.661491,0.604563,0.583488,-1.43577735580927,-0.541725551734409,0.340771777370725,-0.353002196362443,-0.426577018586124,2.146412037,2.2824074075,2.6527777775,2.0711805555,3.5613425925,2.311342593,22,"5a06b61e6e1ea9000124e241","FEMALE",28,"y","Name"
"90","2020-10-22_10h55.55.396","reussite",0.616427,0.637838,0.676087,0.632147333333333,0.616427,-1.50202700658394,1.78089163515139,-0.238302038194412,-0.860074054590651,0.445160094122881,4.681069959,4.6152263375,1.514403292,1.512345679,2.8477366255,2.878600823,221,"59b555702a78fd00010b86d4","MALE",21,"y","control"
"91","2020-10-22_10h55.11.313","reussite",0.901972,0.716709,0.839354,0.641276666666667,0.901972,-0.965854782904392,0.783479143612987,-0.549803814733252,-0.00100268775040679,1.2797499503442,2.927983539,3.709876543,3.5452674895,3.3456790125,3.0185185185,4.3971193415,222,"5edba672293f3b028b70eb25","MALE",34,"y","Name"
"92","2020-10-22_10h55.05.997","reussite",0.626882,0.695819,0.956204,0.609775666666667,0.626882,-1.0278400190619,0.973668075298128,-0.215686055197974,0.852364258978817,-0.341060200179302,1.4476199225,2.6307375075,1.4934083925,1.936523627,3.5775267245,4.236291262,223,"5eb1ad7d6e2f922d409a33f4","FEMALE",21,"y","control"
"93","2020-10-22_10h55.21.686","reussite",0.715375,0.778679,0.817998,0.719617,0.715375,0.443856456916822,-1.00507700666988,1.58411647535,1.17825702168504,-0.543060730764154,2.7633744855,2.9938271605,1.0411522635,1.522633745,1.8600823045,4.440329218,225,"5f8f19829dcc6311d1030af8","FEMALE",29,"y","control"
"94","2020-10-22_10h55.49.486","reussite",0.762798,0.74152,0.721773,0.721499333333333,0.762798,-1.53743922415358,-0.807932891937255,0.956661708109301,1.59757915000544,-0.559206070121077,3.4976851855,1.509837963,1.096064815,1.5561342595,2.470486111,4.435185185,226,"5dcac55bdcc83f79286c8104","FEMALE",22,"y","Name"
"95","2020-10-22_10h55.27.295","reussite",0.6396,0.735,0.8894,0.692533333333333,0.6396,-0.816487141505038,-0.141158846220387,-1.76710683062191,-1.21360276417155,0.387548481053411,3.836226852,2.9189814815,1.990162037,1.9293981485,4.1921296295,2.982638889,227,"5b904cf4a69de1000114e04c","MALE",23,"y","control"
"96","2020-10-22_10h55.11.922","reussite",1.164117,1.206817,1.282203,0.759757,1.164117,-0.0718532994102369,-0.177049175501795,0.0616516452640762,-0.911881384906967,0.146643279232673,2.506937278,3,2.011581241,2.506937278,4.4814814815,2.506937278,228,"5f88d1894ba7f902f9e73255","MALE",19,"y","Name"
"97","2020-10-22_10h55.29.135","reussite",0.6412,0.648,0.6242,0.645733333333333,0.6412,-1.34117533933368,1.55372803782533,0.784861489513441,0.586573128600322,0.532711951205509,2.5679012345,3.1703703705,1.9580246915,2.004938272,4.2888888885,4.362962963,232,"5c9e9f00cd5aa10017208184","FEMALE",25,"y","Name"
"98","2020-10-22_10h55.39.653","reussite",0.5796,0.7646,0.6102,0.572133333333333,0.5796,0.224699825879122,-1.01888965180732,1.71950409966895,1.66639321323033,-0.582562129672245,1.489583333,3.442708333,1.0439814815,1.5271990745,3.998263889,2.982638889,233,"5c5ff87f8c0552000109d7de","FEMALE",28,"y","control"
"99","2020-10-22_10h55.53.634","reussite",0.689877,0.691733,0.732172,0.685222,0.689877,-0.76142029610917,-1.37801842212601,0.425012041573769,0.142289147161722,-0.951254210198493,2.111689815,1.5619212965,1.5127314815,1.1452546295,3.0520833335,3.8217592595,234,"594fbff59d914e000136d13f","FEMALE",30,"y","Name"
"100","2020-10-22_10h55.31.887","reussite",0.455178,0.515626,0.464464,0.479816666666667,0.455178,-0.980662586867762,-0.182642823488067,-0.783274146280919,1.06717564310604,0.397530415794543,2.504089506,3.573466435,1.916705247,2.495129244,3.547328318,3.8474440585,235,"5d8f25909f5b1e0019756b10","MALE",28,"y","control"
"101","2020-10-22_10h56.02.681","reussite",0.9588,0.8526,0.9692,0.651333333333333,0.9588,0.2095070243379,0.887238616656894,0.352752614929912,0.47855487207556,-0.0111060874980218,3.345679012,3.0814814815,1.7283950615,3.1111111115,2.2419753085,2.9580246915,236,"5f847576c82b620d10f4ba08","FEMALE",21,"y","Name"
"102","2020-10-22_10h55.51.344","reussite",0.821685,1.045556,0.795197,0.730802333333333,0.821685,0.487326319114133,-0.327001706235082,0.36978786858358,-0.0199761127207927,-0.938742035593375,1.9872685185,2.094328704,1.605324074,1.59375,2.664351852,3.3038194445,237,"5b031e450a56660001284e2c","MALE",33,"y","control"
"103","2020-10-22_10h55.34.316","reussite",0.55649,0.654656,0.611456,0.586199333333333,0.55649,-1.75431787637746,-0.885785981922886,-0.407094567086591,-0.909461596040121,1.13327409198679,3.983796296,3,3.515046296,3.512152778,3.364583333,3.060763889,238,"5d566fa918f22f000148d118","FEMALE",32,"y","Name"
"104","2020-10-22_10h55.57.275","reussite",0.63203,0.670352,0.577883,0.677562,0.63203,-0.393478297504201,1.12470611801076,-1.09414680148681,0.256350633401727,0.142015453048326,2.823414746,2.6078431375,3.2086916635,2.0207545005,2.9472537555,3.389863548,239,"5f075707c2f3ba3413b11a88","MALE",19,"y","control"
"105","2020-10-22_10h28.53.532","reussite",0.86888,0.761983,1.046754,0.749041333333333,0.86888,0.31836146994315,-0.371419824470744,0.0581737715200992,1.73691205264658,-0.422245025423329,2.0119116515,2.4958429785,1.522000386,1.512615741,3.9885030865,3.5096161265,24,"5f8b6bea3ad42e161f92961f","OTHER",20,"y","Name"
"106","2020-10-22_10h55.57.817","reussite",0.541493,0.61368,0.600356,0.59409,0.541493,0.73363043425713,1.68445425896901,0.712843343672842,0.0521606594798081,-0.893624060836708,2.62345679,3.378600823,1.6810699585,1.2510288065,2.0802469135,2.390946502,240,"5769c881c8a90000010d9896","MALE",28,"y","Name"
"107","2020-10-22_10h56.08.830","reussite",0.902306,1.02759,1.232339,0.945515,0.902306,0.102875048214489,1.59873220124578,-0.859308690750194,-1.71310403683565,1.00570550634235,3.0144032295,3.0493827475,3.7139917065,3.827160431,2.683127619,3.7057613795,241,"5f0704be1b5807281e6a286e","MALE",33,"y","control"
"108","2020-10-22_10h56.35.192","reussite",0.696757,0.708671,0.840411,0.747960666666667,0.696757,-1.06801777324233,-1.29902608470058,1.1147970170723,1.39921496739789,0.909999137322525,4.426871351,3.458432616,3.28023302,2.664678323,2.835807359,2.995814013,242,"5f737cf69b425d0b8e878b1f","FEMALE",31,"y","Name"
"109","2020-10-22_10h56.07.353","reussite",0.818676,0.694,0.695422,0.604150333333333,0.818676,1.81676383834454,2.62115763427931,-0.432791351496477,-0.109817538230183,0.298077912964956,2.0110360315,3.5303206635,2.00743982,1.9784487365,3.035146526,4.9767858475,243,"5cc8c859a55959001760d733","FEMALE",20,"n","control"
"110","2020-10-22_10h55.38.103","reussite",0.66555,0.733816,0.812436,0.583983333333333,0.66555,0.24333783508778,0.412602649062374,-0.115997654419893,0.0556344010486383,-0.142967725518819,3.011574074,2.988425926,2.016203704,2.016203704,2.988425926,2.988425926,244,"5c124bf00c56ed00019e4e5c","FEMALE",33,"y","Name"
"111","2020-10-22_10h56.23.189","reussite",0.8872,0.6648,0.7352,0.604933333333333,0.8872,0.568079729603752,-0.598968501085393,0.0508355085917754,-0.0745855939123151,-0.572719218781088,3.0049382715,2.4938271605,1.728395062,2.0296296295,2.75308642,2.5086419755,245,"5f329b61a72cca07544cf0ec","FEMALE",20,"n","control"
"112","2020-10-22_10h56.37.663","reussite",0.701956,0.833131,0.902433,0.715815333333333,0.701956,1.01279736365509,0.512781803367933,0.86731187271297,-0.167918950789309,0.202180087636951,1.9363514665,3.657174151,2.425581112,2.581355726,3.6815139345,2.924546672,246,"5de3bb4674c6793bb8b1fdcc","FEMALE",35,"y","Name"
"113","2020-10-22_10h56.18.859","reussite",0.676439,0.685373,0.634153,0.692006666666667,0.676439,0.52714388392897,-0.137391761242081,1.46116728972233,0.782005067819408,-0.634279118616626,2.415509259,2.3113425925,2.2737268515,2.091435185,2.7135416665,2.4994212965,247,"5f3c356f4cc7301d86e53d3f","FEMALE",25,"y","control"
"114","2020-10-22_10h56.14.159","reussite",0.60526,0.727841,0.65652,0.637169333333333,0.60526,1.34222073660136,-0.632889008816976,0.355504463413016,-0.0780376244206107,-0.991621266454653,1.9722511575,1.942322531,1.3457465275,1.4632330245,2.9404031635,3.4014564045,248,"5f68717bde24cf4bd873939e","MALE",30,"y","Name"
"115","2020-10-22_10h58.04.213","reussite",0.774381,0.658936,0.854383,0.668726666666667,0.774381,-0.181476990345783,0.427196615523826,-0.317508686263813,-0.0662486145925365,0.766658105604434,3.79218107,2.7860082305,2.2016460905,1.9691358025,4.0041152265,4.4115226335,249,"5910cee3ae0ba20001b03b1f","FEMALE",30,"y","control"
"116","2020-10-22_10h28.47.854","reussite",0.494471,0.565424,0.686361,0.517297333333333,0.494471,-0.950942822745957,-1.02446390206636,-1.95324983057583,-1.62409787527183,1.13560969811488,3.476517755,3.978235968,3.969072165,2.523482245,2.5280641465,3.969072165,25,"5f35968f3e900f59d882d21f","MALE",18,"y","control"
"117","2020-10-22_10h56.49.400","reussite",1.023786,0.924007,1.226067,1.02360433333333,1.023786,0.122755563506905,-0.641650969394609,-0.441310674579878,-0.205802401872201,0.258311618722523,2.755144033,2.806584362,2.7510288065,1.975308642,2.8477366255,4.2654320985,250,"5d4ad488dfd8230018fd0b45","MALE",32,"n","Name"
"118","2020-10-22_10h56.32.705","reussite",0.743785,0.77664,0.703835,0.669684333333333,0.743785,0.543240346447318,0.954170822875281,-0.863255597147222,-1.17620281651375,-0.542775151880157,1.855052807,3.015118634,1.760133343,1.5018566745,3.991789641,2.498438706,251,"5f146e01ea97520462f57419","FEMALE",18,"y","control"
"119","2020-10-22_10h57.25.692","reussite",0.972135,1.221743,0.719573,0.706684333333333,0.972135,0.26589932214249,0.692816175971021,1.6232212330661,0.254652618149882,0.997439598205631,2.7831554045,4.0575852905,2.8160450015,2.7687660005,3.667021056,3.872581217,252,"5b9d73ec6b0f63000148db87","MALE",32,"y","Name"
"120","2020-10-22_11h19.53.168","reussite",0.629404,0.726547,0.704129,0.715879666666667,0.629404,1.26917433118067,0.503023153250712,-1.02260229691533,-0.765454717552021,-0.714755572211835,2.023349087,2.502097801,1.995177469,2.504018776,2.495177469,2.5059960135,253,"5d1f0e319eeb4b001689b623","MALE",23,"y","control"
"121","2020-10-22_10h56.59.271","reussite",0.574645,0.734961,0.727627,0.659652333333333,0.574645,-1.11164543255167,1.13395757062405,-0.541317388077711,0.87211467656637,0.487423439936192,1.4722222225,2.083333333,3.6188271605,4.6342592595,3.0987654325,3.288580247,254,"5ebd3caeac85fc00094e282c","MALE",21,"y","Name"
"122","2020-10-22_10h57.02.867","reussite",0.693461,0.642533,0.816379,0.679554,0.693461,-0.604992802841089,-0.376448184838803,-0.304196644616582,-1.19355323461977,0.691918715271323,2.888888889,2.419753086,3.279835391,3.220164609,3.598765432,3.4979423865,256,"5f527d7d7b38b853d4c96ede","FEMALE",28,"y","Name"
"123","2020-10-22_10h56.52.097","reussite",1.060404,0.791613,1.20646,0.879289,1.060404,-1.32370455912503,1.890723090895,-2.2763756270374,1.29304152229139,3.54091308643576,4.9670781895,3.991769547,4.8827160495,5,4.9814814815,4.965020576,258,"5e97f51d048d682c884ae09b","MALE",30,"y","Name"
"124","2020-10-22_10h57.09.472","reussite",0.9554,0.7698,0.8506,0.673933333333333,0.9554,0.431446178853491,1.29549017543119,0.196203004054309,0.0696803992211284,-0.729316036306158,1.5728395065,3.488888889,1.049382716,1.7259259255,3.2444444445,2.8938271605,259,"5ecae0bf4e274e0d2b0689e3","FEMALE",23,"y","control"
"125","2020-10-22_10h29.04.714","reussite",0.5968,0.6366,0.8596,0.6462,0.5968,-2.2562225196665,-0.486726110747361,0.0325647311606612,0.101034691615912,2.47130937015696,4.786111111,4.4416666665,4.377777778,2.977777778,4.027777778,4.4666666665,26,"5ed0f0516348ae000a399662","MALE",21,"y","Name"
"126","2020-10-22_11h00.04.873","reussite",0.564938,0.708085,0.642359,0.612261333333333,0.564938,0.537234765645376,-0.655045049389804,0.25291230203893,-0.84678321757431,-0.355025915647088,2.9444444445,2.7695473255,1.181069959,1.6234567905,3.339506173,3.41563786,260,"5bfd7019881c6f0001d7a9fa","MALE",26,"y","Name"
"127","2020-10-22_10h57.18.028","reussite",0.58035,0.637307,0.617009,0.584864,0.58035,-0.381775344885762,-1.09511452416425,-0.785461273212506,-0.77224975252093,2.09761519996586,4.0836612655,4.4329282405,3.9602334105,2.188435571,4.240788966,4.875443673,261,"5ead4a2f13f83a3cf7f69d13","MALE",19,"y","control"
"128","2020-10-22_10h57.55.908","reussite",0.56676,0.572052,0.63415,0.616357666666667,0.56676,1.38703385319275,0.494222824243294,0.95572570542419,1.58738447391026,0.130631827143691,2.490740741,2.9652777775,1.504050926,1.984375,4.006944444,4.006944444,262,"5d65b0b972960400180a07d5","FEMALE",34,"n","Name"
"129","2020-10-22_11h04.58.107","reussite",1.224999,0.813156,1.200658,0.788124333333333,1.224999,1.6903250934727,0.0484510987726137,0.652460754477259,-0.638453124939645,0.304968128227211,2.53125,2.447337963,3.0173611115,2.508101852,4.047453704,3.011574074,263,"5cae11e9d59a05001961a299","FEMALE",35,"y","control"
"130","2020-10-22_10h57.23.530","reussite",0.647806,0.63795,0.63437,0.591804666666667,0.647806,-0.356787234401206,1.01921495152841,1.93821678546669,0.967416018453246,0.10112163162738,1.7263374485,2.7860082305,2.074074074,2.6625514405,3.709876543,3.8971193415,264,"5a8720edb093f80001a7e87f","MALE",20,"y","Name"
"131","2020-10-22_10h57.59.167","reussite",0.911841,1.136346,0.843941,0.679383,0.911841,-0.905610712785272,0.473629426101507,-0.521848526890679,1.5201940074425,1.44524431430317,3.452674897,3.20781893,4.004115226,3.2469135805,3.1111111115,4.4958847735,266,"5f6fb4771f5219570c947046","FEMALE",31,"y","Name"
"132","2020-10-22_10h57.38.108","reussite",0.665095,0.671817,0.694855,0.700605666666667,0.665095,0.387208449324041,-0.282916483697811,0.539366477825471,-0.10792542083573,0.291690417534726,2.972768358,2.831311628,2.6416170635,2.7567941315,3.250721501,3.06380772,267,"5d3ef33e8da0790017c90e08","MALE",30,"y","control"
"133","2020-10-22_10h57.40.598","reussite",0.522769,0.493335,0.520438,0.555122333333333,0.522769,-1.47672454314233,0.0512694978199053,-0.0845478518525278,0.899149585203491,0.713866001039404,3.9876542425,2.9917696725,1.991769547,2.002057456,3.508230547,4.5000000315,268,"5f5a0782d66aea0433e543ed","FEMALE",33,"y","Name"
"134","2020-10-22_10h58.02.453","reussite",1.1618,1.2834,0.7198,1.07333333333333,1.1618,-0.735119994380369,-0.500566659605597,-0.133136908491183,-1.99462822182827,0.490834165864991,3.6666666665,2.049382716,3.6399176955,4.355967078,2.131687243,2.364197531,272,"5e35394d2149184e1a3d0450","FEMALE",24,"n","Name"
"135","2020-10-22_10h58.16.184","reussite",0.676071,0.780124,0.54228,0.521541333333333,0.676071,0.806525759080771,-1.58459420170726,-0.853318365977044,-1.53669847792085,0.336016857626704,3.4176954735,2.8744855965,1.991769547,2.316872428,3.0658436215,4.004115226,273,"5b7161c2ddd1aa00012c890c","MALE",30,"y","control"
"136","2020-10-22_10h58.03.595","reussite",0.558743,0.7788309998,0.6491839998,0.670870666333333,0.558743,2.11520528356747,1.90501725325161,-0.960347181556892,0.427460062214339,0.380699150020619,1.993777778,3.5902222225,1.570666667,1.6844444445,4.5822222225,4.4044444445,274,"5d2a370ec0898e0018b08e66","MALE",33,"y","Name"
"137","2020-10-22_10h58.21.984","reussite",0.5162,0.5524,0.8334,0.536066666666667,0.5162,-0.769338626191633,0.177888139720816,-1.39565094610509,0.573523943287573,0.368997096533312,2.767901235,3.1283950615,2.224691358,3.2567901235,2.7012345675,3.7061728395,275,"5f4654a36bb6880111ff2950","FEMALE",31,"y","control"
"138","2020-10-22_10h58.29.471","reussite",0.79448,0.968767,0.964082,0.729974666666667,0.79448,-0.154367158689704,-1.31671260158639,-0.725522765396844,0.114385941279768,-0.484930094302853,2.4855967075,2.3477366255,2.3518518515,1.74691358,2.732510288,3.158436214,276,"5aeb19f123e2ca0001973cad","MALE",31,"y","Name"
"139","2020-10-22_10h58.37.508","reussite",0.70169,0.811532,0.811717,0.620518333333333,0.70169,0.076488244272561,-1.26224326120859,-0.989899825819448,0.0870794592615275,-0.431070241413755,2.3086419755,2.1629630195,1.7851850725,3.195061766,2.9901236075,2.5679012345,277,"5eff6f6261fa1103dd703721","FEMALE",34,"y","control"
"140","2020-10-22_10h58.20.549","reussite",0.66023,0.778017,0.679635,0.645230666666667,0.66023,-0.666441754555831,-0.834525721542396,-3.09573179590696,0.0739093016677238,0.580995969920784,3.008230453,3.010288066,3.0061728395,2.9465020575,3.534979424,3.014403292,278,"5ec267e5d4cb3e02f37e3ea0","MALE",30,"y","Name"
"141","2020-10-22_10h58.38.748","reussite",0.65759,0.665262,0.720121,0.708777,0.65759,0.713749891003634,0.995998546348065,-0.260932508918029,-0.421476436948762,0.380504590084527,3.2366255145,2.551440329,2.378600823,3.512345679,3.0637860085,3.082304527,279,"5edf692e61d06f21cfa6d961","FEMALE",23,"y","control"
"142","2020-10-22_10h28.56.463","reussite",0.541669,0.710065,0.699599,0.615182333333333,0.541669,0.466287960082726,1.7152439003566,1.42563661835503,0.487625302186911,0.546130563463038,2.6633777005,3.4648726855,2.712924383,2.6157214505,3.542351466,3.4003858025,28,"5ee238ddd2ee1069b73c6b84","FEMALE",23,"y","Name"
"143","2020-10-22_10h58.36.869","reussite",0.535457,0.650693,0.633597,0.540891,0.535457,0.840601311116548,0.421392514228739,-0.300390232460072,-0.110878640632995,0.148148872167417,2.8350694445,3.109953704,1.5185185185,1.642939815,4.041666667,3.870949074,280,"5f8eaa9104da0901b1eaa006","FEMALE",18,"y","Name"
"144","2020-10-22_10h58.28.399","reussite",0.756471,0.955892,0.792367,0.59408,0.756471,-1.01732367803502,-1.01269489256253,-1.67658238915728,-0.256462658690656,0.0657523069555485,2.4069646845,3.142328424,1.901698538,2.2266819275,3.5621974755,3.493405371,281,"5ecb8c295b660e710cb6fbac","FEMALE",31,"y","control"
"145","2020-10-22_10h58.56.652","reussite",0.846299,0.751668,0.892794,0.575722,0.846299,1.84790098944299,-1.48475249672834,2.08828925605602,0.748022814818363,-1.82627229349283,1.695023148,2.308449074,1.292824074,1.414351852,1.9265046295,1.532986111,282,"5e8b2835da38297d4e63e3cc","FEMALE",33,"y","Name"
"146","2020-10-22_11h06.34.871","reussite",0.618698,0.615611,0.715174,0.542849333333333,0.618698,-1.19314842997546,-0.752025332148823,1.05243352838638,0.898274668298338,0.201324613653572,2.345777778,3.7893333335,1.744888889,1.897777778,3.906666667,3.519111111,284,"59ac6cfd2d73c00001e5c983","FEMALE",34,"y","Name"
"147","2020-10-22_10h58.56.633","reussite",0.6362,0.5824,0.6732,0.553533333333333,0.6362,0.113718953150069,1.18708742130781,-1.65270647214573,-0.57719067355462,0.999625530104633,3.4166666665,2.00462963,3.524691358,2.9022633745,3.797325103,4.327160494,285,"5e38947907f42307d8365a0e","MALE",28,"n","control"
"148","2020-10-22_10h58.44.411","reussite",0.900018,0.959389,0.84629,0.829989,0.900018,0.665554635084009,-0.788092910964716,-0.403587303370445,-1.89100108687043,-0.297212438334236,2.992885094,1.9896833865,1.9659670345,3.0332028935,2.0205146445,3.4719554135,286,"5d8ceadadad82b0016bac50b","MALE",33,"y","Name"
"149","2020-10-22_10h59.12.324","reussite",0.7038,0.7744,0.8352,0.6438,0.7038,-0.232202497264868,-1.58477278959965,-0.375682308668607,1.38329838723204,-0.670236327812037,1.913580247,2.7185185185,1.8098765435,1.661728395,2.1802469135,3.8962962965,288,"591801345020970001c19493","FEMALE",33,"y","Name"
"150","2020-10-22_10h58.58.501","reussite",0.712,0.7064,0.6498,0.753733333333333,0.712,0.98462229155158,0.126304188975228,-0.710359517726813,-2.14641562047783,-2.28004716191044,1.816550926,1.5329861115,1.185763889,1.035300926,1.020833333,2.0046296295,289,"5d8cea94fb12e70016fcbec4","FEMALE",29,"y","control"
"151","2020-10-22_10h59.20.332","reussite",0.752507,0.800132,0.858432,0.661222333333333,0.752507,-2.03096986837157,-1.35510885524093,0.104483290439211,0.823633494364644,1.21806036766774,3.462962963,3.765432287,2.7818929415,3.211934031,3.5349795495,3.9732511545,290,"5d8fd459c82de6001a193829","FEMALE",29,"n","Name"
"152","2020-10-22_10h59.05.542","reussite",0.572409,0.631808,0.630218,0.548336333333333,0.572409,1.16885901180693,-0.138701869553622,1.11030034995025,-0.046609703998575,-0.20731088901736,2.1103684415,1.746190201,2.0791666665,3.81800733,3.1366801695,2.895650077,291,"5f5e57da1874636e2d2798df","FEMALE",20,"y","control"
"153","2020-10-22_11h09.13.307","reussite",0.702099,0.711189,0.752109,0.700343,0.702099,0.216870602928435,-0.360170715153809,0.215214083457378,0.485283709327729,-0.852306021824545,1.5001719985,2.016167871,1.997821351,1.5162252035,3.522875817,2.99541337,292,"5f858daec47eec0008c0c453","MALE",27,"y","Name"
"154","2020-10-22_10h59.52.844","reussite",0.88355,0.635471,0.828062,0.777028666666667,0.88355,0.77960419010996,0.52938228404082,0.922965602704122,0.414996731176712,0.306636418174561,2.16087963,3.923032407,1.608217593,2.0740740745,4.391782407,3.41087963,293,"5a51f9a3eedc320001420663","FEMALE",32,"y","control"
"155","2020-10-22_10h59.13.378","reussite",0.565344,0.620152,0.47107,0.469152333333333,0.565344,1.24470723751071,-0.815467061676884,0.969765749381353,0.353828675023199,-1.28324391231548,1.0295138885,2.4994212965,1.0179398145,1.5127314815,3.005787037,2.9884259255,294,"5f50fc7a8505ac2adbd8c975","FEMALE",22,"y","Name"
"156","2020-10-22_10h59.26.156","reussite",0.5326,0.6492,0.5836,0.587933333333333,0.5326,0.225140360603641,0.701864549480004,-0.39964398378698,0.760018549909758,-0.00710219171086808,1.991666667,3.483333333,2.508333333,1.5,3.002777778,3.994444444,295,"5ea5404013b290516d7c7292","FEMALE",23,"y","control"
"157","2020-10-22_10h59.50.062","reussite",0.569889,0.540387,0.744332,0.515423666666667,0.569889,-1.86191002003971,0.688855549424354,0.313627692141509,1.34696003095613,2.82575425452709,4.168981481,4.695601852,4.1689814815,3.769675926,4.6001157405,4.9039351855,296,"5dc5ad0596a93942f4ae4253","FEMALE",29,"y","Name"
"158","2020-10-22_10h59.41.485","reussite",0.693497,0.70458,0.584839,0.572167333333333,0.693497,-2.15085558186574,1.4835430998341,-1.00374442501248,-0.824430349528646,2.35220091342332,4.4855967235,3.8477367195,3.9773661765,3.7572016305,3.938271574,4.6584363395,297,"5f452b74e5f76e0abc3b1288","FEMALE",27,"y","control"
"159","2020-10-22_10h59.38.485","reussite",0.654293,0.838832,0.795427,0.646124,0.654293,0.781298554716559,-1.37801842234299,1.24588661494571,0.28076682985999,-1.21484402375347,1.695023148,2.8900462965,1.483796296,1.330439815,2.1030092595,2.788773148,298,"5ec6dc260f6f6211b434e57c","OTHER",23,"n","Name"
"160","2020-10-22_10h59.40.940","reussite",0.627179,0.692332,0.693325,0.656866666666667,0.627179,-0.573583050973301,-1.02992302512064,-0.559338564291837,0.071345529551646,-0.785645846722895,2.525347222,1.9943865745,1.993740355,2.261419753,2.000906636,3.004108796,299,"5c4c69808f878f0001d11a58","FEMALE",20,"y","control"
"161","2020-10-22_10h59.48.668","reussite",0.718938,0.719351,1.067236,0.737917,0.718938,0.860699154124774,-1.15548858613617,0.344490137080443,-0.728942776071787,-1.52731034943187,1.856469201,1.660772196,1.3943411465,3.117889683,1.6112585275,1.5664603775,300,"5f132c9ad2d19d053de71d68","FEMALE",18,"y","Name"
"162","2020-10-22_10h59.42.912","reussite",0.685697,0.622406,0.721665,0.737782666666667,0.685697,1.54893355531054,0.750554123112116,-2.38967280256622,-1.82894172765399,-0.252093699778372,2.6329101565,3.690386285,1.880533854,1.630186632,3.4101019965,2.3865993925,301,"5c7c38999f29bd0001349ca9","FEMALE",21,"n","control"
"163","2020-10-22_10h59.58.966","reussite",0.582951,0.607488,0.736975,0.619988666666667,0.582951,0.369153810285322,-0.231792121107685,1.2772739135027,-0.205802401872201,1.2073832394445,3.3600823045,4.695473251,1.5082304525,2.997942387,4.131687243,4,303,"5f5f98acf260d600099ce26f","MALE",24,"y","control"
"164","2020-10-22_11h00.02.550","reussite",0.605381,0.549721,0.550063,0.519753333266667,0.605381,0.252656839765304,-1.22733502212583,-0.72720757050608,0.031846824003584,-0.640118133144068,2.1493055555,2.291087963,1.8020833335,2.207175926,2.3663194445,3.46875,305,"546e8bc6fdf99b2bc7ebd029","FEMALE",31,"y","control"
"165","2020-10-22_11h00.02.366","reussite",0.60691,0.784591,0.662746,0.760224666666667,0.60691,-1.21767178104609,0.149701391597018,-0.399751389599531,0.0190264110225114,1.19734746529216,3.6521996915,4.024546425,3.324914028,2.796039369,2.665599431,4.195304162,306,"5ec694f41f0d0807e4385e50","FEMALE",25,"y","Name"
"166","2020-10-22_11h00.22.355","reussite",0.567562,0.582476,0.666506,0.546252666666667,0.567562,0.297557498107151,-0.0758627061624443,-0.723463558845512,0.490607244946143,-0.675986367156213,1.972800926,2.641203704,1.347800926,2.1377314815,3.0028935185,3.0578703705,307,"5d7f63892879cf001922dbab","FEMALE",21,"y","control"
"167","2020-10-22_02h59.56.334","reussite",0.610417,0.683684,0.782354,0.582066333333333,0.610417,0.237407559769845,-1.0126111766265,0.688028866019431,0.323244647016038,-0.263918747710608,2.097222222,2.267939815,1.49537037,2.814814815,3.506365741,3.407986111,308,"5b4e039930e986000136ad12","FEMALE",26,"y","Name"
